CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1467,Female,0,Yes,No,14,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,114.79,2949.49,No
1468,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.59,8537.22,Yes
1469,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,20.32,3678.34,Yes
1470,Male,0,Yes,No,26,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),62.31,7250.3,Yes
1471,Male,1,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.53,320.96,Yes
1472,Female,0,Yes,No,17,No,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.24,6760.63,Yes
1473,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,93.18,4796.7,No
1474,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,90.05,5561.8,No
1475,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.01,3250.17,Yes
1476,Female,1,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),83.16,4740.39,No
1477,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),88.46,8097.42,No
1478,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,73.78,3364.19,Yes
1479,Female,0,No,Yes,54,Yes,No,No,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,103.16,935.37,No
1480,Female,0,Yes,Yes,1,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,21.96,6262.76,Yes
1481,Male,0,No,Yes,1,No,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,112.86,4396.55,No
1482,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.0,3701.34,No
1483,Female,0,No,Yes,46,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,71.41,6759.37,No
1484,Male,0,Yes,Yes,48,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),104.71,4890.62,No
1485,Male,0,Yes,No,7,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,101.46,5490.35,Yes
1486,Male,1,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.4,8044.17,Yes
1487,Male,0,Yes,Yes,15,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.65,525.86,Yes
1488,Male,0,No,Yes,40,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),37.18,2292.6,No
1489,Male,0,No,Yes,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.4,7802.79,No
1490,Male,1,Yes,Yes,56,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,41.59,6888.58,No
1491,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.75,1653.2,No
1492,Male,0,Yes,No,45,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.16,1484.38,No
1493,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),55.13,7169.43,No
1494,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.03,4809.92,Yes
1495,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),55.95,7474.5,No
1496,Male,0,Yes,No,61,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.93,7971.45,Yes
1497,Female,0,Yes,No,13,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,53.23,621.46,Yes
1498,Female,0,No,No,12,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,92.89,8422.9,Yes
1499,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,97.29,6227.76,Yes
1500,Male,0,No,No,20,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,61.52,7250.28,Yes
1501,Male,0,No,Yes,31,Yes,No,No,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),104.64,5481.28,No
1502,Female,0,Yes,Yes,8,Yes,No,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,53.96,2663.33,No
1503,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.88,5213.47,No
1504,Male,0,Yes,No,39,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.58,4489.33,No
1505,Male,0,No,No,33,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Electronic check,64.08,8096.16,No
1506,Male,0,Yes,No,42,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,107.59,4828.69,Yes
1507,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.76,260.54,No
1508,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),102.69,5964.5,No
1509,Female,0,Yes,No,65,Yes,Yes,No,No,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),91.95,456.78,No
1510,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.77,8199.51,No
1511,Male,0,Yes,No,11,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,51.06,4235.61,Yes
1512,Male,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,113.84,8407.55,No
1513,Male,0,Yes,Yes,19,No,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,23.95,242.94,Yes
1514,Male,0,Yes,No,51,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.15,4636.48,No
1515,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,69.14,1979.1,Yes
1516,Female,0,Yes,Yes,71,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.5,5571.46,No
1517,Male,1,Yes,No,60,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),51.83,4336.29,No
1518,Male,1,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.86,4924.84,Yes
1519,Female,0,Yes,No,12,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.42,3135.45,Yes
1520,Male,0,No,Yes,62,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),114.16,465.48,No
1521,Female,0,Yes,No,66,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),22.6,938.23,No
1522,Male,0,No,Yes,48,No,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),57.13,7459.09,No
1523,Male,0,Yes,No,40,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.89,6109.02,No
1524,Male,0,Yes,Yes,24,No,Yes,DSL,No internet service,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),99.96,6686.4,No
1525,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,68.66,1081.85,No
1526,Male,0,Yes,No,68,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),35.24,445.52,No
1527,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.41,168.52,Yes
1528,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),41.97,4540.84,No
1529,Female,0,No,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),19.97,4359.57,No
1530,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.98,977.68,No
1531,Female,0,Yes,No,70,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,54.47,3022.63,No
1532,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,42.26,4613.64,No
1533,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,35.56,5875.41,No
1534,Male,1,No,Yes,35,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),63.85,7038.25,No
1535,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),105.65,5577.08,No
1536,Female,1,No,No,16,No,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,94.44,278.84,Yes
1537,Male,1,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,18.72,5097.87,No
1538,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,91.73,780.73,No
1539,Female,0,No,No,43,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.56,4914.31,No
1540,Male,0,Yes,Yes,32,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,73.32,3277.11,No
1541,Male,1,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.64,2500.2,Yes
1542,Male,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,63.81,4193.35,No
1543,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,One year,No,Mailed check,56.11,3324.69,No
1544,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),112.67,7213.92,No
1545,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.19,1981.58,No
1546,Female,0,Yes,No,40,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.9,1203.52,No
1547,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),105.72,7272.06,No
1548,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,107.32,2128.18,Yes
1549,Male,1,No,No,54,No,No,No,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,55.71,298.16,No
1550,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,72.54,3372.4,No
1551,Male,1,No,No,22,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,34.77,7116.64,No
1552,Male,0,Yes,No,38,No,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),107.12,3761.39,No
1553,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),65.39,4092.56,No
1554,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),74.94,427.81,Yes
1555,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,30.12,6180.76,Yes
1556,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,80.04,2997.37,No
1557,Female,0,No,No,35,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.18,6333.01,No
1558,Male,0,Yes,No,60,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,47.87,3580.27,No
1559,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,One year,Yes,Electronic check,108.31,4584.85,No
1560,Male,1,Yes,No,46,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,38.74,5127.28,No
1561,Male,0,No,No,61,No,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,108.44,1725.05,No
1562,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.94,2566.73,Yes
1563,Female,0,No,No,26,No,No,DSL,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),101.75,5093.34,No
1564,Female,0,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),88.51,7150.4,No
1565,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,61.31,8350.67,Yes
1566,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.57,4561.26,No
1567,Male,0,Yes,No,4,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.02,659.33,Yes
1568,Female,1,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.22,8303.61,Yes
1569,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,24.47,3665.18,Yes
1570,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,43.07,906.89,No
1571,Female,0,No,No,65,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.15,8443.9,No
1572,Female,0,No,Yes,22,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.97,2449.73,Yes
1573,Female,0,Yes,No,11,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.05,5710.96,Yes
1574,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,51.21,1267.74,No
1575,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,73.46,6254.53,No
1576,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,44.58,8479.54,Yes
1577,Male,0,No,No,7,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.17,8555.3,Yes
1578,Female,0,No,Yes,8,No,No,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,No,Electronic check,46.6,1112.53,No
1579,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,30.4,6680.41,Yes
1580,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.81,5775.54,Yes
1581,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,43.43,6964.35,Yes
1582,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.12,2906.39,Yes
1583,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),116.17,3500.34,No
1584,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,84.42,2980.94,Yes
1585,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.27,6661.43,Yes
1586,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.85,7030.5,Yes
1587,Male,0,Yes,No,50,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.3,2179.24,No
1588,Male,0,No,Yes,67,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,87.05,4982.59,No
1589,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,105.41,1110.43,Yes
1590,Female,0,No,No,29,No,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,58.53,132.87,No
1591,Female,0,Yes,No,37,Yes,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),61.35,5305.7,No
1592,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Bank transfer (automatic),58.3,7300.0,No
1593,Female,0,Yes,No,16,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),63.4,7874.99,Yes
1594,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,21.85,5394.85,Yes
1595,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),77.81,7026.92,No
1596,Female,0,No,No,71,No,No,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),113.93,3521.93,No
1597,Female,0,Yes,No,6,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),97.17,7604.47,No
1598,Male,0,Yes,No,18,Yes,No,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,104.82,6732.5,Yes
1599,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,41.28,2692.5,Yes
1600,Male,0,Yes,No,51,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),79.27,5194.28,No
1601,Female,0,Yes,No,66,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),107.99,463.01,No
1602,Male,0,No,No,3,No,No,No,Yes,Yes,No,No internet service,No,No,One year,Yes,Electronic check,25.14,1289.12,No
1603,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,106.41,8222.49,No
1604,Male,0,No,No,49,No,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),24.73,103.33,No
1605,Female,0,Yes,No,28,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,117.05,1780.03,No
1606,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,26.68,1221.71,No
1607,Female,1,Yes,No,28,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.23,6074.33,Yes
1608,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,23.74,934.75,No
1609,Female,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),23.96,193.24,No
1610,Male,0,No,Yes,36,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,105.31,8082.42,Yes
1611,Male,0,No,No,36,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,24.64,7582.13,Yes
1612,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.91,3125.12,Yes
1613,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,One year,No,Electronic check,109.39,889.94,No
1614,Male,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,112.22,5896.1,No
1615,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),105.09,7671.88,No
1616,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,114.24,8465.13,No
1617,Male,1,No,No,22,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),23.46,1146.45,No
1618,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,118.41,5220.23,Yes
1619,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,20.31,3749.96,No
1620,Male,0,No,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),34.98,1377.2,No
1621,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),26.39,7020.02,Yes
1622,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.02,6797.27,Yes
1623,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,27.0,8378.44,Yes
